id,Date,Measure,Count,Reporting,Missing
847,2021-06-06,Residents.Tadmin,4358454,39,"Arizona, Arkansas, California, Florida, Georgia
848, Kansas, Kentucky, Montana, Nevada, New Jersey
849, Rhode Island, Washington, Federal, District of Columbia"
850,2021-06-13,Residents.Tadmin,4686900,38,"Arizona, Arkansas, California, Delaware, Florida
851, Georgia, Kansas, Kentucky, Montana, Nevada
852, Rhode Island, Washington, Wyoming, Federal, District of Columbia"
853,2021-06-20,Residents.Tadmin,6058714,38,"Arizona, Arkansas, Florida, Georgia, Kansas
854, Kentucky, Mississippi, Montana, Nevada, New Jersey
855, Rhode Island, Washington, Wyoming, Federal, District of Columbia"
856,2021-06-27,Residents.Tadmin,4680384,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
857, Florida, Georgia, Kansas, Kentucky, Maryland
858, Michigan, Mississippi, Montana, Nevada, New Jersey
859, Rhode Island, South Carolina, Vermont, Virginia, Washington
860, Wyoming, Federal, District of Columbia"
861,2021-07-04,Residents.Tadmin,4744248,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
862, Florida, Georgia, Kansas, Kentucky, Maryland
863, Michigan, Mississippi, Montana, Nevada, New Jersey
864, Rhode Island, South Carolina, Vermont, Virginia, Washington
865, Wyoming, Federal, District of Columbia"
866,2021-07-11,Residents.Tadmin,4774712,29,"Alabama, Arizona, Arkansas, Connecticut, Delaware
867, Florida, Georgia, Kansas, Kentucky, Louisiana
868, Maryland, Michigan, Mississippi, Montana, Nevada
869, New Jersey, Rhode Island, South Carolina, Vermont, Virginia
870, Washington, Wyoming, Federal, District of Columbia"
871,2021-07-18,Residents.Tadmin,4857271,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
872, Florida, Georgia, Kansas, Kentucky, Louisiana
873, Maryland, Michigan, Mississippi, Montana, Nevada
874, New Jersey, Rhode Island, South Carolina, Virginia, Washington
875, Wyoming, Federal, District of Columbia"
876,2021-07-25,Residents.Tadmin,4929596,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
877, Florida, Georgia, Kansas, Kentucky, Louisiana
878, Maryland, Michigan, Mississippi, Montana, Nevada
879, New Jersey, Rhode Island, South Carolina, Virginia, Washington
880, Wyoming, Federal, District of Columbia"
881,2021-08-01,Residents.Tadmin,5004173,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
882, Florida, Georgia, Kansas, Kentucky, Louisiana
883, Maryland, Michigan, Mississippi, Montana, Nevada
884, New Jersey, Rhode Island, South Carolina, Virginia, Washington
885, Wyoming, Federal, District of Columbia"
886,2021-08-08,Residents.Tadmin,5086808,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
887, Florida, Georgia, Kansas, Kentucky, Louisiana
888, Maryland, Michigan, Mississippi, Montana, Nevada
889, New Jersey, Rhode Island, South Carolina, Virginia, Washington
890, Wyoming, Federal, District of Columbia"
891,2021-08-15,Residents.Tadmin,5184073,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
892, Florida, Georgia, Kansas, Kentucky, Louisiana
893, Maryland, Michigan, Mississippi, Montana, Nevada
894, New Jersey, Rhode Island, South Carolina, Virginia, Washington
895, Wyoming, Federal, District of Columbia"
896,2021-08-22,Residents.Tadmin,5269673,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
897, Florida, Georgia, Kansas, Kentucky, Louisiana
898, Maryland, Michigan, Mississippi, Montana, Nevada
899, New Jersey, Rhode Island, South Carolina, Virginia, Washington
900, Wyoming, Federal, District of Columbia"
901,2021-08-29,Residents.Tadmin,5367591,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
902, Florida, Georgia, Kansas, Kentucky, Louisiana
903, Maryland, Michigan, Mississippi, Montana, Nevada
904, New Jersey, Rhode Island, South Carolina, Virginia, Washington
905, Wyoming, Federal, District of Columbia"
906,2021-09-05,Residents.Tadmin,5442934,30,"Alabama, Arizona, Arkansas, Connecticut, Delaware
907, Florida, Georgia, Kansas, Kentucky, Louisiana
908, Maryland, Michigan, Mississippi, Montana, Nevada
909, New Jersey, Rhode Island, South Carolina, Virginia, Washington
910, Wyoming, Federal, District of Columbia"
911,2021-09-12,Residents.Tadmin,198110391,31,"Alabama, Arizona, Arkansas, Connecticut, Florida
912, Georgia, Kansas, Kentucky, Louisiana, Maryland
913, Michigan, Mississippi, Montana, Nevada, New Jersey
914, Rhode Island, South Carolina, Virginia, Washington, Wyoming
915, Federal, District of Columbia"
916,2021-01-24,Residents.Initiated,15919,2,"Alabama, Alaska, Arizona, Arkansas, Colorado
917, Connecticut, Delaware, Florida, Georgia, Hawaii
918, Idaho, Illinois, Indiana, Iowa, Kansas
919, Kentucky, Louisiana, Maine, Maryland, Massachusetts
920, Michigan, Minnesota, Mississippi, Missouri, Montana
921, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
922, New York, North Carolina, North Dakota, Ohio, Oklahoma
923, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
924, Tennessee, Texas, Utah, Vermont, Washington
925, West Virginia, Wisconsin, Wyoming, Federal, ICE
926, District of Columbia"
927,2021-01-31,Residents.Initiated,37082,5,"Alabama, Alaska, Arizona, Arkansas, Colorado
928, Connecticut, Delaware, Florida, Georgia, Hawaii
929, Idaho, Illinois, Indiana, Iowa, Kansas
930, Kentucky, Louisiana, Maine, Maryland, Michigan
931, Minnesota, Mississippi, Missouri, Montana, Nebraska
932, Nevada, New Hampshire, New Jersey, New Mexico, New York
933, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania
934, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
935, Utah, Vermont, Washington, West Virginia, Wisconsin
936, Wyoming, ICE, District of Columbia"
937,2021-02-07,Residents.Initiated,51191,5,"Alabama, Alaska, Arizona, Arkansas, Connecticut
938, Delaware, Florida, Georgia, Hawaii, Idaho
939, Illinois, Indiana, Iowa, Kansas, Kentucky
940, Louisiana, Maine, Maryland, Michigan, Minnesota
941, Mississippi, Missouri, Montana, Nebraska, Nevada
942, New Hampshire, New Jersey, New Mexico, New York, North Carolina
943, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania
944, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
945, Utah, Vermont, Washington, West Virginia, Wisconsin
946, Wyoming, ICE, District of Columbia"
947,2021-02-14,Residents.Initiated,65451,8,"Alabama, Alaska, Arizona, Arkansas, Connecticut
948, Delaware, Florida, Georgia, Hawaii, Idaho
949, Illinois, Indiana, Iowa, Kansas, Kentucky
950, Louisiana, Maine, Maryland, Michigan, Mississippi
951, Missouri, Montana, Nebraska, Nevada, New Hampshire
952, New Jersey, New Mexico, New York, North Dakota, Oklahoma
953, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
954, Tennessee, Texas, Utah, Vermont, Washington
955, West Virginia, Wisconsin, Wyoming, ICE, District of Columbia"
956,2021-02-21,Residents.Initiated,72654,9,"Alabama, Alaska, Arizona, Arkansas, Delaware
957, Florida, Georgia, Hawaii, Idaho, Illinois
958, Indiana, Iowa, Kansas, Kentucky, Louisiana
959, Maine, Maryland, Michigan, Mississippi, Missouri
960, Montana, Nebraska, Nevada, New Hampshire, New Jersey
961, New Mexico, New York, North Dakota, Oklahoma, Oregon
962, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee
963, Texas, Utah, Vermont, Washington, West Virginia
964, Wisconsin, Wyoming, ICE, District of Columbia"
965,2021-02-28,Residents.Initiated,80216,10,"Alabama, Alaska, Arizona, Arkansas, Delaware
966, Florida, Georgia, Hawaii, Illinois, Indiana
967, Iowa, Kansas, Kentucky, Louisiana, Maine
968, Maryland, Michigan, Mississippi, Missouri, Montana
969, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
970, New York, North Dakota, Oklahoma, Oregon, Pennsylvania
971, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
972, Utah, Vermont, Washington, West Virginia, Wisconsin
973, Wyoming, ICE, District of Columbia"
974,2021-03-07,Residents.Initiated,88746,13,"Alabama, Arizona, Arkansas, Florida, Georgia
975, Hawaii, Illinois, Indiana, Iowa, Kansas
976, Kentucky, Louisiana, Maine, Maryland, Michigan
977, Mississippi, Missouri, Montana, Nebraska, Nevada
978, New Jersey, New Mexico, New York, North Dakota, Oklahoma
979, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
980, Tennessee, Texas, Utah, Vermont, Washington
981, West Virginia, Wisconsin, Wyoming, ICE, District of Columbia"
982,2021-03-14,Residents.Initiated,107047,16,"Alabama, Arizona, Arkansas, Florida, Georgia
983, Hawaii, Illinois, Indiana, Iowa, Kentucky
984, Louisiana, Maine, Michigan, Mississippi, Missouri
985, Montana, Nebraska, Nevada, New Jersey, New Mexico
986, New York, Oklahoma, Oregon, Pennsylvania, Rhode Island
987, South Carolina, South Dakota, Tennessee, Texas, Utah
988, Vermont, Washington, West Virginia, Wisconsin, Wyoming
989, ICE, District of Columbia"
990,2021-03-21,Residents.Initiated,121742,16,"Alabama, Arizona, Arkansas, Florida, Georgia
991, Hawaii, Illinois, Indiana, Iowa, Kentucky
992, Louisiana, Maine, Michigan, Mississippi, Missouri
993, Montana, Nebraska, Nevada, New Jersey, New Mexico
994, New York, Oklahoma, Oregon, Pennsylvania, Rhode Island
995, South Carolina, South Dakota, Tennessee, Texas, Utah
996, Vermont, Washington, West Virginia, Wisconsin, Wyoming
997, ICE, District of Columbia"
998,2021-03-28,Residents.Initiated,140305,17,"Alabama, Arizona, Arkansas, Florida, Georgia
999, Hawaii, Illinois, Indiana, Iowa, Kentucky
1000, Louisiana, Maine, Michigan, Mississippi, Missouri
1001, Montana, Nebraska, Nevada, New Jersey, New Mexico
1002, New York, Oklahoma, Oregon, Pennsylvania, Rhode Island
1003, South Carolina, South Dakota, Tennessee, Texas, Utah
1004, Vermont, Washington, West Virginia, Wyoming, ICE
1005, District of Columbia"
1006,2021-04-04,Residents.Initiated,145635,19,"Arizona, Arkansas, Florida, Georgia, Hawaii
1007, Illinois, Indiana, Iowa, Kentucky, Louisiana
1008, Maine, Michigan, Mississippi, Missouri, Montana
1009, Nebraska, Nevada, New Jersey, New Mexico, New York
1010, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina
1011, South Dakota, Tennessee, Texas, Utah, Vermont
1012, Washington, Wyoming, ICE, District of Columbia"
1013,2021-04-11,Residents.Initiated,231013,21,"Arizona, Arkansas, Florida, Georgia, Hawaii
1014, Illinois, Indiana, Iowa, Kentucky, Louisiana
1015, Maine, Michigan, Mississippi, Missouri, Montana
1016, Nebraska, Nevada, New Jersey, New Mexico, New York
1017, Oklahoma, Oregon, Rhode Island, South Carolina, South Dakota
1018, Tennessee, Texas, Utah, Vermont, Wyoming
1019, ICE, District of Columbia"
1020,2021-04-18,Residents.Initiated,253903,23,"Arizona, Arkansas, Florida, Hawaii, Illinois
1021, Indiana, Iowa, Kentucky, Louisiana, Maine
1022, Michigan, Mississippi, Montana, Nebraska, Nevada
1023, New Jersey, New Mexico, New York, Oklahoma, Oregon
1024, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1025, Utah, Vermont, Wyoming, ICE, District of Columbia"
1026,2021-04-25,Residents.Initiated,277597,23,"Arizona, Arkansas, Florida, Hawaii, Illinois
1027, Indiana, Iowa, Kentucky, Louisiana, Maine
1028, Michigan, Mississippi, Montana, Nebraska, Nevada
1029, New Jersey, New Mexico, New York, Oklahoma, Oregon
1030, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1031, Utah, Vermont, Wyoming, ICE, District of Columbia"
1032,2021-05-02,Residents.Initiated,310130,25,"Arizona, Arkansas, Florida, Hawaii, Illinois
1033, Indiana, Iowa, Kentucky, Louisiana, Michigan
1034, Mississippi, Montana, Nebraska, Nevada, New Mexico
1035, New York, Oklahoma, Oregon, Rhode Island, South Carolina
1036, South Dakota, Tennessee, Texas, Utah, Vermont
1037, Wyoming, ICE, District of Columbia"
1038,2021-05-09,Residents.Initiated,348633,26,"Arizona, Arkansas, Florida, Hawaii, Illinois
1039, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1040, Montana, Nebraska, Nevada, New Mexico, New York
1041, Oklahoma, Oregon, Rhode Island, South Carolina, South Dakota
1042, Tennessee, Texas, Utah, Vermont, Wyoming
1043, ICE, District of Columbia"
1044,2021-05-16,Residents.Initiated,367089,26,"Arizona, Arkansas, Delaware, Florida, Hawaii
1045, Illinois, Indiana, Iowa, Kentucky, Louisiana
1046, Mississippi, Montana, Nebraska, Nevada, New Mexico
1047, New York, Oklahoma, Oregon, Rhode Island, South Dakota
1048, Tennessee, Texas, Utah, Vermont, Wyoming
1049, ICE, District of Columbia"
1050,2021-05-23,Residents.Initiated,376553,27,"Arizona, Arkansas, Florida, Hawaii, Illinois
1051, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1052, Montana, Nebraska, Nevada, New Mexico, New York
1053, Oklahoma, Oregon, Rhode Island, South Dakota, Tennessee
1054, Texas, Utah, Vermont, Wyoming, ICE
1055, District of Columbia"
1056,2021-05-30,Residents.Initiated,392321,26,"Arizona, Arkansas, Delaware, Florida, Hawaii
1057, Illinois, Indiana, Iowa, Kentucky, Louisiana
1058, Mississippi, Montana, Nebraska, Nevada, New Mexico
1059, New York, Oklahoma, Oregon, Rhode Island, South Dakota
1060, Tennessee, Texas, Utah, Vermont, Wyoming
1061, ICE, District of Columbia"
1062,2021-06-06,Residents.Initiated,400391,26,"Arizona, Arkansas, Delaware, Florida, Hawaii
1063, Illinois, Indiana, Iowa, Kentucky, Louisiana
1064, Mississippi, Montana, Nebraska, Nevada, New Mexico
1065, New York, Oklahoma, Oregon, Rhode Island, South Dakota
1066, Tennessee, Texas, Utah, Vermont, Wyoming
1067, ICE, District of Columbia"
1068,2021-06-13,Residents.Initiated,412181,27,"Arizona, Arkansas, Florida, Hawaii, Illinois
1069, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1070, Montana, Nebraska, Nevada, New Mexico, New York
1071, Oklahoma, Oregon, Rhode Island, South Dakota, Tennessee
1072, Texas, Utah, Vermont, Wyoming, ICE
1073, District of Columbia"
1074,2021-06-20,Residents.Initiated,442697,28,"Arkansas, Florida, Hawaii, Illinois, Indiana
1075, Iowa, Kentucky, Louisiana, Mississippi, Montana
1076, Nebraska, Nevada, New Mexico, New York, Oklahoma
1077, Oregon, Rhode Island, South Dakota, Tennessee, Texas
1078, Utah, Vermont, Wyoming, ICE, District of Columbia"
1079,2021-06-27,Residents.Initiated,446153,28,"Arkansas, Florida, Hawaii, Illinois, Indiana
1080, Iowa, Kentucky, Louisiana, Mississippi, Montana
1081, Nebraska, Nevada, New Mexico, New York, Oklahoma
1082, Oregon, Rhode Island, South Dakota, Tennessee, Texas
1083, Utah, Vermont, Wyoming, ICE, District of Columbia"
1084,2021-07-04,Residents.Initiated,449857,28,"Arkansas, Florida, Hawaii, Illinois, Indiana
1085, Iowa, Kentucky, Louisiana, Mississippi, Montana
1086, Nebraska, Nevada, New Mexico, New York, Oklahoma
1087, Oregon, Rhode Island, South Dakota, Tennessee, Texas
1088, Utah, Vermont, Wyoming, ICE, District of Columbia"
1089,2021-07-11,Residents.Initiated,451875,28,"Arkansas, Florida, Hawaii, Illinois, Indiana
1090, Iowa, Kentucky, Louisiana, Mississippi, Montana
1091, Nebraska, Nevada, New Mexico, New York, Oklahoma
1092, Oregon, Rhode Island, South Dakota, Tennessee, Texas
1093, Utah, Vermont, Wyoming, ICE, District of Columbia"
1094,2021-07-18,Residents.Initiated,428024,27,"Arkansas, Florida, Georgia, Hawaii, Illinois
1095, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1096, Montana, Nebraska, Nevada, New Mexico, New York
1097, Oklahoma, Oregon, Rhode Island, South Dakota, Tennessee
1098, Texas, Utah, Vermont, Wyoming, ICE
1099, District of Columbia"
1100,2021-07-25,Residents.Initiated,430677,27,"Arkansas, Florida, Georgia, Hawaii, Illinois
1101, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1102, Montana, Nebraska, Nevada, New Mexico, New York
1103, Oklahoma, Oregon, Rhode Island, South Dakota, Tennessee
1104, Texas, Utah, Vermont, Wyoming, ICE
1105, District of Columbia"
1106,2021-08-01,Residents.Initiated,434627,27,"Arkansas, Florida, Georgia, Hawaii, Illinois
1107, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1108, Montana, Nebraska, Nevada, New Mexico, New York
1109, Oklahoma, Oregon, Rhode Island, South Dakota, Tennessee
1110, Texas, Utah, Vermont, Wyoming, ICE
1111, District of Columbia"
1112,2021-08-08,Residents.Initiated,442111,27,"Arkansas, Florida, Georgia, Hawaii, Illinois
1113, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1114, Montana, Nebraska, Nevada, New Mexico, New York
1115, Oklahoma, Oregon, Rhode Island, South Dakota, Tennessee
1116, Texas, Utah, Vermont, Wyoming, ICE
1117, District of Columbia"
1118,2021-08-15,Residents.Initiated,446263,27,"Arkansas, Florida, Georgia, Hawaii, Illinois
1119, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1120, Montana, Nebraska, Nevada, New Mexico, New York
1121, Oklahoma, Oregon, Rhode Island, South Dakota, Tennessee
1122, Texas, Utah, Vermont, Wyoming, ICE
1123, District of Columbia"
1124,2021-08-22,Residents.Initiated,450660,27,"Arkansas, Florida, Georgia, Hawaii, Illinois
1125, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1126, Montana, Nebraska, Nevada, New Mexico, New York
1127, Oklahoma, Oregon, Rhode Island, South Dakota, Tennessee
1128, Texas, Utah, Vermont, Wyoming, ICE
1129, District of Columbia"
1130,2021-08-29,Residents.Initiated,456006,27,"Arkansas, Florida, Georgia, Hawaii, Illinois
1131, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1132, Montana, Nebraska, Nevada, New Mexico, New York
1133, Oklahoma, Oregon, Rhode Island, South Dakota, Tennessee
1134, Texas, Utah, Vermont, Wyoming, ICE
1135, District of Columbia"
1136,2021-09-05,Residents.Initiated,459579,27,"Arkansas, Florida, Georgia, Hawaii, Illinois
1137, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1138, Montana, Nebraska, Nevada, New Mexico, New York
1139, Oklahoma, Oregon, Rhode Island, South Dakota, Tennessee
1140, Texas, Utah, Vermont, Wyoming, ICE
1141, District of Columbia"
1142,2021-09-12,Residents.Initiated,461209,27,"Arkansas, Florida, Georgia, Hawaii, Illinois
1143, Indiana, Iowa, Kentucky, Louisiana, Mississippi
1144, Montana, Nebraska, Nevada, New Mexico, New York
1145, Oklahoma, Oregon, Rhode Island, South Dakota, Tennessee
1146, Texas, Utah, Vermont, Wyoming, ICE
1147, District of Columbia"
1148,2021-01-24,Staff.Initiated,25823,2,"Alabama, Alaska, Arizona, Arkansas, Colorado
1149, Connecticut, Delaware, Florida, Georgia, Hawaii
1150, Idaho, Illinois, Indiana, Iowa, Kansas
1151, Kentucky, Louisiana, Maine, Maryland, Massachusetts
1152, Michigan, Minnesota, Mississippi, Missouri, Montana
1153, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
1154, New York, North Carolina, North Dakota, Ohio, Oklahoma
1155, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
1156, Tennessee, Texas, Utah, Vermont, Washington
1157, West Virginia, Wisconsin, Wyoming, Federal, ICE
1158, District of Columbia"
1159,2021-01-31,Staff.Initiated,40930,5,"Alabama, Alaska, Arizona, Arkansas, Colorado
1160, Connecticut, Delaware, Florida, Georgia, Hawaii
1161, Idaho, Illinois, Indiana, Iowa, Kansas
1162, Kentucky, Louisiana, Maine, Maryland, Michigan
1163, Minnesota, Mississippi, Missouri, Montana, Nebraska
1164, Nevada, New Hampshire, New Jersey, New Mexico, New York
1165, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania
1166, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1167, Utah, Vermont, Washington, West Virginia, Wisconsin
1168, Wyoming, ICE, District of Columbia"
1169,2021-02-07,Staff.Initiated,43233,5,"Alabama, Alaska, Arizona, Arkansas, Connecticut
1170, Delaware, Florida, Georgia, Hawaii, Idaho
1171, Illinois, Indiana, Iowa, Kansas, Kentucky
1172, Louisiana, Maine, Maryland, Michigan, Minnesota
1173, Mississippi, Missouri, Montana, Nebraska, Nevada
1174, New Hampshire, New Jersey, New Mexico, New York, North Carolina
1175, North Dakota, Ohio, Oklahoma, Oregon, Pennsylvania
1176, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1177, Utah, Vermont, Washington, West Virginia, Wisconsin
1178, Wyoming, ICE, District of Columbia"
1179,2021-02-14,Staff.Initiated,52674,8,"Alabama, Alaska, Arizona, Arkansas, Connecticut
1180, Delaware, Florida, Georgia, Hawaii, Idaho
1181, Illinois, Indiana, Iowa, Kansas, Kentucky
1182, Louisiana, Maine, Maryland, Michigan, Mississippi
1183, Missouri, Montana, Nebraska, Nevada, New Hampshire
1184, New Jersey, New Mexico, New York, North Dakota, Oklahoma
1185, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
1186, Tennessee, Texas, Utah, Vermont, Washington
1187, West Virginia, Wisconsin, Wyoming, ICE, District of Columbia"
1188,2021-02-21,Staff.Initiated,57189,9,"Alabama, Alaska, Arizona, Arkansas, Delaware
1189, Florida, Georgia, Hawaii, Idaho, Illinois
1190, Indiana, Iowa, Kansas, Kentucky, Louisiana
1191, Maine, Maryland, Michigan, Mississippi, Missouri
1192, Montana, Nebraska, Nevada, New Hampshire, New Jersey
1193, New Mexico, New York, North Dakota, Oklahoma, Oregon
1194, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee
1195, Texas, Utah, Vermont, Washington, West Virginia
1196, Wisconsin, Wyoming, ICE, District of Columbia"
1197,2021-02-28,Staff.Initiated,61040,9,"Alabama, Alaska, Arizona, Arkansas, Delaware
1198, Florida, Georgia, Hawaii, Idaho, Illinois
1199, Indiana, Iowa, Kansas, Kentucky, Louisiana
1200, Maine, Maryland, Michigan, Mississippi, Missouri
1201, Montana, Nebraska, Nevada, New Hampshire, New Jersey
1202, New Mexico, New York, North Dakota, Oklahoma, Oregon
1203, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee
1204, Texas, Utah, Vermont, Washington, West Virginia
1205, Wisconsin, Wyoming, ICE, District of Columbia"
1206,2021-03-07,Staff.Initiated,67953,10,"Alabama, Alaska, Arizona, Arkansas, Florida
1207, Georgia, Hawaii, Idaho, Illinois, Indiana
1208, Iowa, Kansas, Kentucky, Louisiana, Maine
1209, Maryland, Michigan, Mississippi, Missouri, Montana
1210, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
1211, New York, North Dakota, Oklahoma, Oregon, Pennsylvania
1212, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1213, Utah, Vermont, Washington, West Virginia, Wisconsin
1214, Wyoming, ICE, District of Columbia"
1215,2021-03-14,Staff.Initiated,73587,11,"Alabama, Alaska, Arizona, Arkansas, Florida
1216, Georgia, Hawaii, Idaho, Illinois, Indiana
1217, Iowa, Kansas, Kentucky, Louisiana, Maine
1218, Michigan, Mississippi, Missouri, Montana, Nebraska
1219, Nevada, New Hampshire, New Jersey, New Mexico, New York
1220, North Dakota, Oklahoma, Oregon, Pennsylvania, Rhode Island
1221, South Carolina, South Dakota, Tennessee, Texas, Utah
1222, Vermont, Washington, West Virginia, Wisconsin, Wyoming
1223, ICE, District of Columbia"
1224,2021-03-21,Staff.Initiated,77344,13,"Alaska, Arizona, Arkansas, Florida, Georgia
1225, Hawaii, Idaho, Illinois, Indiana, Iowa
1226, Kentucky, Louisiana, Maine, Michigan, Mississippi
1227, Missouri, Montana, Nebraska, Nevada, New Hampshire
1228, New Jersey, New Mexico, New York, North Dakota, Oklahoma
1229, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
1230, Tennessee, Texas, Utah, Vermont, Washington
1231, West Virginia, Wisconsin, Wyoming, ICE, District of Columbia"
1232,2021-03-28,Staff.Initiated,79394,13,"Alaska, Arizona, Arkansas, Florida, Georgia
1233, Hawaii, Idaho, Illinois, Indiana, Iowa
1234, Kentucky, Louisiana, Maine, Michigan, Mississippi
1235, Missouri, Montana, Nebraska, Nevada, New Hampshire
1236, New Jersey, New Mexico, New York, North Dakota, Oklahoma
1237, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
1238, Tennessee, Texas, Utah, Vermont, Washington
1239, West Virginia, Wisconsin, Wyoming, ICE, District of Columbia"
1240,2021-04-04,Staff.Initiated,58065,14,"Alaska, Arizona, Arkansas, Florida, Georgia
1241, Hawaii, Idaho, Illinois, Indiana, Iowa
1242, Kentucky, Louisiana, Maine, Michigan, Mississippi
1243, Missouri, Montana, Nebraska, Nevada, New Hampshire
1244, New Jersey, New Mexico, New York, North Dakota, Oklahoma
1245, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
1246, Tennessee, Texas, Utah, Vermont, Washington
1247, Wisconsin, Wyoming, ICE, District of Columbia"
1248,2021-04-11,Staff.Initiated,90964,16,"Alaska, Arizona, Arkansas, Florida, Georgia
1249, Hawaii, Idaho, Illinois, Indiana, Iowa
1250, Kentucky, Louisiana, Maine, Michigan, Mississippi
1251, Missouri, Montana, Nebraska, Nevada, New Hampshire
1252, New Jersey, New Mexico, New York, North Dakota, Oklahoma
1253, Oregon, Rhode Island, South Carolina, South Dakota, Tennessee
1254, Texas, Utah, Vermont, Wisconsin, Wyoming
1255, ICE, District of Columbia"
1256,2021-04-18,Staff.Initiated,93008,17,"Alaska, Arizona, Arkansas, Florida, Hawaii
1257, Idaho, Illinois, Indiana, Iowa, Kentucky
1258, Louisiana, Maine, Michigan, Mississippi, Missouri
1259, Montana, Nebraska, Nevada, New Hampshire, New Jersey
1260, New Mexico, New York, North Dakota, Oklahoma, Oregon
1261, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1262, Utah, Vermont, Wisconsin, Wyoming, ICE
1263, District of Columbia"
1264,2021-04-25,Staff.Initiated,93956,17,"Alaska, Arizona, Arkansas, Florida, Hawaii
1265, Idaho, Illinois, Indiana, Iowa, Kentucky
1266, Louisiana, Maine, Michigan, Mississippi, Missouri
1267, Montana, Nebraska, Nevada, New Hampshire, New Jersey
1268, New Mexico, New York, North Dakota, Oklahoma, Oregon
1269, Rhode Island, South Carolina, South Dakota, Tennessee, Texas
1270, Utah, Vermont, Wisconsin, Wyoming, ICE
1271, District of Columbia"
1272,2021-05-02,Staff.Initiated,99451,18,"Alaska, Arizona, Arkansas, Florida, Hawaii
1273, Idaho, Illinois, Indiana, Iowa, Kentucky
1274, Louisiana, Maine, Michigan, Mississippi, Missouri
1275, Montana, Nebraska, Nevada, New Hampshire, New Mexico
1276, New York, North Dakota, Oklahoma, Oregon, Rhode Island
1277, South Carolina, South Dakota, Tennessee, Texas, Utah
1278, Vermont, Wisconsin, Wyoming, ICE, District of Columbia"
1279,2021-05-09,Staff.Initiated,103761,18,"Alaska, Arizona, Arkansas, Florida, Hawaii
1280, Idaho, Illinois, Indiana, Iowa, Kentucky
1281, Louisiana, Maine, Michigan, Mississippi, Missouri
1282, Montana, Nebraska, Nevada, New Hampshire, New Mexico
1283, New York, North Dakota, Oklahoma, Oregon, Rhode Island
1284, South Carolina, South Dakota, Tennessee, Texas, Utah
1285, Vermont, Wisconsin, Wyoming, ICE, District of Columbia"
