id,Date,Measure,Count,Reporting,Missing
399,2021-05-02,Staff.Deaths,193,43,"Arizona, Massachusetts, Mississippi, Nebraska, New Jersey
400, Oklahoma, Pennsylvania, Utah, Wisconsin, ICE"
401,2021-05-09,Staff.Deaths,193,43,"Arizona, Massachusetts, Mississippi, Nebraska, New Jersey
402, Oklahoma, Pennsylvania, Utah, Wisconsin, ICE"
403,2021-05-16,Staff.Deaths,193,42,"Arizona, Massachusetts, Mississippi, Nebraska, New Jersey
404, Oklahoma, Oregon, Pennsylvania, Utah, Wisconsin
405, ICE"
406,2021-05-23,Staff.Deaths,194,41,"Arizona, Maine, Massachusetts, Mississippi, Nebraska
407, New Jersey, Oklahoma, Oregon, Pennsylvania, Utah
408, Wisconsin, ICE"
409,2021-05-30,Staff.Deaths,195,42,"Arizona, Maine, Massachusetts, Mississippi, Nebraska
410, New Jersey, Oklahoma, Pennsylvania, Utah, Wisconsin
411, ICE"
412,2021-06-06,Staff.Deaths,195,42,"Arizona, Maine, Massachusetts, Mississippi, Nebraska
413, New Jersey, Oklahoma, Pennsylvania, Utah, Wisconsin
414, ICE"
415,2021-06-13,Staff.Deaths,195,40,"Arizona, Delaware, Maine, Massachusetts, Mississippi
416, Nebraska, New Jersey, Oklahoma, Pennsylvania, Utah
417, Wisconsin, Wyoming, ICE"
418,2021-06-20,Staff.Deaths,168,38,"Arizona, California, Delaware, Hawaii, Maine
419, Massachusetts, Mississippi, Nebraska, New Jersey, Oklahoma
420, Pennsylvania, Utah, Wisconsin, Wyoming, ICE"
421,2021-06-27,Staff.Deaths,149,25,"Alaska, Arizona, Arkansas, California, Colorado
422, Connecticut, Delaware, Hawaii, Idaho, Illinois
423, Maine, Massachusetts, Minnesota, Mississippi, Nebraska
424, New Hampshire, New Jersey, New Mexico, North Carolina, Oklahoma
425, Oregon, Pennsylvania, Utah, Vermont, West Virginia
426, Wisconsin, Wyoming, ICE"
427,2021-07-04,Staff.Deaths,150,25,"Alaska, Arizona, Arkansas, California, Colorado
428, Connecticut, Delaware, Hawaii, Idaho, Illinois
429, Maine, Massachusetts, Minnesota, Mississippi, Nebraska
430, New Hampshire, New Jersey, New Mexico, North Carolina, Oklahoma
431, Oregon, Pennsylvania, Utah, Vermont, West Virginia
432, Wisconsin, Wyoming, ICE"
433,2021-07-11,Staff.Deaths,141,23,"Alaska, Arizona, Arkansas, California, Colorado
434, Connecticut, Delaware, Hawaii, Idaho, Illinois
435, Louisiana, Maine, Massachusetts, Minnesota, Mississippi
436, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
437, North Carolina, Oklahoma, Oregon, Pennsylvania, Utah
438, Vermont, West Virginia, Wisconsin, Wyoming, ICE"
439,2021-07-18,Staff.Deaths,139,22,"Alaska, Arizona, Arkansas, California, Colorado
440, Connecticut, Delaware, Georgia, Hawaii, Idaho
441, Illinois, Louisiana, Maine, Massachusetts, Minnesota
442, Mississippi, Nebraska, New Hampshire, New Jersey, New Mexico
443, North Carolina, Oklahoma, Oregon, Pennsylvania, Rhode Island
444, Utah, Vermont, West Virginia, Wisconsin, Wyoming
445, ICE"
446,2021-07-25,Staff.Deaths,142,23,"Alaska, Arizona, Arkansas, California, Colorado
447, Connecticut, Delaware, Georgia, Hawaii, Idaho
448, Illinois, Louisiana, Maine, Massachusetts, Minnesota
449, Mississippi, Nebraska, New Hampshire, New Jersey, New Mexico
450, North Carolina, Oklahoma, Oregon, Pennsylvania, Utah
451, Vermont, West Virginia, Wisconsin, Wyoming, ICE"
452,2021-08-01,Staff.Deaths,143,23,"Alaska, Arizona, Arkansas, California, Colorado
453, Connecticut, Delaware, Georgia, Hawaii, Idaho
454, Illinois, Louisiana, Maine, Massachusetts, Minnesota
455, Mississippi, Nebraska, New Hampshire, New Jersey, New Mexico
456, North Carolina, Oklahoma, Oregon, Pennsylvania, Utah
457, Vermont, West Virginia, Wisconsin, Wyoming, ICE"
458,2021-08-08,Staff.Deaths,141,22,"Alaska, Arizona, Arkansas, California, Colorado
459, Connecticut, Delaware, Georgia, Hawaii, Idaho
460, Illinois, Louisiana, Maine, Massachusetts, Minnesota
461, Mississippi, Nebraska, Nevada, New Hampshire, New Jersey
462, New Mexico, North Carolina, Oklahoma, Oregon, Pennsylvania
463, Utah, Vermont, West Virginia, Wisconsin, Wyoming
464, ICE"
465,2021-08-15,Staff.Deaths,147,23,"Arizona, Arkansas, California, Colorado, Connecticut
466, Delaware, Georgia, Hawaii, Idaho, Illinois
467, Louisiana, Maine, Massachusetts, Minnesota, Mississippi
468, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
469, North Carolina, Oklahoma, Oregon, Pennsylvania, Utah
470, Vermont, West Virginia, Wisconsin, Wyoming, ICE"
471,2021-08-22,Staff.Deaths,152,24,"Arizona, Arkansas, California, Colorado, Connecticut
472, Delaware, Georgia, Hawaii, Idaho, Illinois
473, Louisiana, Maine, Massachusetts, Minnesota, Mississippi
474, Nebraska, New Hampshire, New Jersey, New Mexico, North Carolina
475, Oklahoma, Oregon, Pennsylvania, Utah, Vermont
476, West Virginia, Wisconsin, Wyoming, ICE"
477,2021-08-29,Staff.Deaths,154,24,"Arizona, Arkansas, California, Colorado, Connecticut
478, Delaware, Georgia, Hawaii, Idaho, Illinois
479, Louisiana, Maine, Massachusetts, Minnesota, Mississippi
480, Nebraska, New Hampshire, New Jersey, New Mexico, North Carolina
481, Oklahoma, Oregon, Pennsylvania, Utah, Vermont
482, West Virginia, Wisconsin, Wyoming, ICE"
483,2021-09-05,Staff.Deaths,162,24,"Arizona, Arkansas, California, Colorado, Connecticut
484, Delaware, Georgia, Hawaii, Idaho, Illinois
485, Louisiana, Maine, Massachusetts, Minnesota, Mississippi
486, Nebraska, New Hampshire, New Jersey, New Mexico, North Carolina
487, Oklahoma, Oregon, Pennsylvania, Utah, Vermont
488, West Virginia, Wisconsin, Wyoming, ICE"
489,2021-09-12,Staff.Deaths,167,24,"Arizona, Arkansas, California, Colorado, Connecticut
490, Delaware, Georgia, Hawaii, Idaho, Illinois
491, Iowa, Louisiana, Maine, Massachusetts, Minnesota
492, Mississippi, Nebraska, New Hampshire, New Jersey, New Mexico
493, North Carolina, Oklahoma, Oregon, Pennsylvania, Utah
494, West Virginia, Wisconsin, Wyoming, ICE"
495,2020-03-29,Residents.Tadmin,10,2,"Alabama, Alaska, Arizona, Arkansas, California
496, Colorado, Connecticut, Delaware, Florida, Georgia
497, Hawaii, Idaho, Illinois, Indiana, Iowa
498, Kansas, Kentucky, Louisiana, Maine, Maryland
499, Massachusetts, Michigan, Minnesota, Mississippi, Missouri
500, Montana, Nebraska, Nevada, New Hampshire, New Jersey
501, New Mexico, New York, North Carolina, North Dakota, Ohio
502, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota
503, Tennessee, Texas, Utah, Virginia, Washington
504, West Virginia, Wisconsin, Wyoming, Federal, ICE
505, District of Columbia"
506,2020-04-05,Residents.Tadmin,434,2,"Alabama, Alaska, Arizona, Arkansas, California
507, Colorado, Connecticut, Delaware, Florida, Georgia
508, Hawaii, Idaho, Illinois, Indiana, Iowa
509, Kansas, Kentucky, Louisiana, Maine, Maryland
510, Massachusetts, Michigan, Minnesota, Mississippi, Missouri
511, Montana, Nebraska, Nevada, New Hampshire, New Jersey
512, New Mexico, New York, North Carolina, North Dakota, Ohio
513, Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina
514, South Dakota, Tennessee, Utah, Virginia, Washington
515, West Virginia, Wisconsin, Wyoming, Federal, ICE
516, District of Columbia"
517,2020-04-12,Residents.Tadmin,1045,4,"Alabama, Alaska, Arizona, Arkansas, California
518, Colorado, Connecticut, Delaware, Florida, Georgia
519, Hawaii, Idaho, Illinois, Indiana, Iowa
520, Kansas, Kentucky, Louisiana, Maine, Maryland
521, Massachusetts, Michigan, Minnesota, Mississippi, Missouri
522, Montana, Nebraska, Nevada, New Hampshire, New Jersey
523, New Mexico, New York, North Carolina, Ohio, Oregon
524, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee
525, Utah, Virginia, Washington, West Virginia, Wisconsin
526, Wyoming, Federal, ICE, District of Columbia"
527,2020-04-19,Residents.Tadmin,6185,7,"Alabama, Alaska, Arizona, California, Colorado
528, Connecticut, Delaware, Florida, Georgia, Hawaii
529, Idaho, Illinois, Indiana, Iowa, Kansas
530, Kentucky, Louisiana, Maine, Maryland, Massachusetts
531, Michigan, Minnesota, Mississippi, Missouri, Montana
532, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
533, New York, North Carolina, Ohio, Oregon, Pennsylvania
534, Rhode Island, South Carolina, South Dakota, Virginia, Washington
535, West Virginia, Wisconsin, Wyoming, Federal, ICE
536, District of Columbia"
537,2020-04-26,Residents.Tadmin,8698,8,"Alabama, Alaska, Arizona, California, Colorado
538, Connecticut, Delaware, Florida, Georgia, Hawaii
539, Idaho, Illinois, Indiana, Iowa, Kansas
540, Kentucky, Louisiana, Maine, Maryland, Massachusetts
541, Michigan, Minnesota, Mississippi, Missouri, Montana
542, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
543, New York, North Carolina, Ohio, Pennsylvania, Rhode Island
544, South Carolina, South Dakota, Virginia, Washington, West Virginia
545, Wisconsin, Wyoming, Federal, ICE, District of Columbia"
546,2020-05-03,Residents.Tadmin,9858,6,"Alabama, Alaska, Arizona, Arkansas, California
547, Colorado, Connecticut, Delaware, Florida, Georgia
548, Hawaii, Idaho, Illinois, Indiana, Iowa
549, Kansas, Kentucky, Louisiana, Maine, Maryland
550, Massachusetts, Michigan, Minnesota, Mississippi, Missouri
551, Montana, Nebraska, Nevada, New Hampshire, New Jersey
552, New Mexico, New York, North Carolina, North Dakota, Ohio
553, Pennsylvania, Rhode Island, South Carolina, South Dakota, Virginia
554, Washington, West Virginia, Wisconsin, Wyoming, Federal
555, ICE, District of Columbia"
556,2020-05-10,Residents.Tadmin,33170,7,"Alabama, Alaska, Arizona, California, Colorado
557, Connecticut, Delaware, Florida, Georgia, Hawaii
558, Idaho, Illinois, Indiana, Iowa, Kansas
559, Kentucky, Louisiana, Maine, Maryland, Massachusetts
560, Michigan, Minnesota, Mississippi, Missouri, Montana
561, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
562, New York, North Carolina, Ohio, Pennsylvania, Rhode Island
563, South Carolina, South Dakota, Vermont, Virginia, Washington
564, West Virginia, Wisconsin, Wyoming, Federal, ICE
565, District of Columbia"
566,2020-05-17,Residents.Tadmin,67425,7,"Alabama, Alaska, Arizona, California, Colorado
567, Connecticut, Delaware, Florida, Georgia, Hawaii
568, Idaho, Illinois, Indiana, Iowa, Kansas
569, Kentucky, Louisiana, Maine, Maryland, Massachusetts
570, Michigan, Minnesota, Mississippi, Missouri, Montana
571, Nebraska, Nevada, New Hampshire, New Jersey, New Mexico
572, New York, North Carolina, Ohio, Pennsylvania, Rhode Island
573, South Carolina, South Dakota, Vermont, Virginia, Washington
574, West Virginia, Wisconsin, Wyoming, Federal, ICE
575, District of Columbia"
576,2020-05-24,Residents.Tadmin,83882,11,"Alabama, Alaska, Arizona, California, Colorado
577, Connecticut, Delaware, Florida, Georgia, Hawaii
578, Idaho, Illinois, Indiana, Iowa, Kentucky
579, Louisiana, Maine, Maryland, Massachusetts, Michigan
580, Minnesota, Mississippi, Montana, Nebraska, Nevada
581, New Hampshire, New Jersey, New Mexico, New York, North Carolina
582, Ohio, Pennsylvania, Rhode Island, South Carolina, South Dakota
583, Virginia, Washington, Wisconsin, Wyoming, Federal
584, ICE, District of Columbia"
585,2020-05-31,Residents.Tadmin,96629,9,"Alabama, Alaska, Arizona, Arkansas, California
586, Colorado, Connecticut, Delaware, Florida, Georgia
587, Hawaii, Idaho, Illinois, Indiana, Kentucky
588, Louisiana, Maine, Maryland, Massachusetts, Michigan
589, Minnesota, Mississippi, Missouri, Montana, Nebraska
590, Nevada, New Hampshire, New Jersey, New York, North Carolina
591, Ohio, Pennsylvania, Rhode Island, South Carolina, South Dakota
592, Vermont, Virginia, Washington, West Virginia, Wisconsin
593, Wyoming, Federal, ICE, District of Columbia"
594,2020-06-07,Residents.Tadmin,151230,11,"Alabama, Alaska, Arizona, Arkansas, California
595, Colorado, Connecticut, Delaware, Florida, Georgia
596, Hawaii, Illinois, Indiana, Iowa, Kentucky
597, Louisiana, Maine, Maryland, Massachusetts, Michigan
598, Minnesota, Mississippi, Missouri, Montana, Nebraska
599, Nevada, New Hampshire, New Jersey, New Mexico, New York
600, North Carolina, Ohio, Pennsylvania, Rhode Island, South Carolina
601, South Dakota, Washington, Wisconsin, Wyoming, Federal
602, ICE, District of Columbia"
603,2020-06-14,Residents.Tadmin,153075,11,"Alabama, Alaska, Arizona, Arkansas, California
604, Connecticut, Delaware, Florida, Georgia, Hawaii
605, Illinois, Indiana, Kentucky, Louisiana, Maine
606, Maryland, Massachusetts, Michigan, Minnesota, Mississippi
607, Missouri, Montana, Nebraska, Nevada, New Hampshire
608, New Jersey, New Mexico, New York, North Carolina, Ohio
609, Pennsylvania, Rhode Island, South Carolina, South Dakota, Vermont
610, Virginia, Washington, Wisconsin, Wyoming, Federal
611, ICE, District of Columbia"
612,2020-06-21,Residents.Tadmin,189277,13,"Alabama, Alaska, Arizona, Arkansas, California
613, Connecticut, Delaware, Florida, Georgia, Hawaii
614, Illinois, Indiana, Iowa, Kentucky, Louisiana
615, Maine, Massachusetts, Michigan, Minnesota, Mississippi
616, Missouri, Montana, Nebraska, Nevada, New Hampshire
617, New Jersey, New Mexico, New York, North Carolina, Ohio
618, Pennsylvania, Rhode Island, South Carolina, South Dakota, Virginia
619, Washington, Wyoming, Federal, ICE, District of Columbia"
620,2020-06-28,Residents.Tadmin,214497,13,"Alabama, Alaska, Arizona, Arkansas, California
621, Connecticut, Delaware, Georgia, Hawaii, Idaho
622, Illinois, Indiana, Kentucky, Louisiana, Maine
623, Massachusetts, Michigan, Minnesota, Mississippi, Missouri
624, Montana, Nebraska, Nevada, New Hampshire, New Jersey
625, New Mexico, New York, North Carolina, Ohio, Pennsylvania
626, Rhode Island, South Carolina, South Dakota, Virginia, Washington
627, Wisconsin, Wyoming, Federal, ICE, District of Columbia"
628,2020-07-05,Residents.Tadmin,257967,17,"Alabama, Arizona, Arkansas, California, Connecticut
629, Delaware, Georgia, Hawaii, Illinois, Indiana
630, Iowa, Kentucky, Louisiana, Maine, Massachusetts
631, Michigan, Minnesota, Mississippi, Missouri, Montana
632, Nebraska, New Hampshire, New Jersey, New Mexico, New York
633, North Carolina, Ohio, Pennsylvania, Rhode Island, South Carolina
634, South Dakota, Virginia, Wyoming, Federal, ICE
635, District of Columbia"
636,2020-07-12,Residents.Tadmin,281374,17,"Alabama, Arizona, Arkansas, California, Connecticut
637, Delaware, Georgia, Hawaii, Illinois, Indiana
638, Iowa, Kentucky, Louisiana, Maine, Massachusetts
639, Michigan, Mississippi, Missouri, Montana, Nebraska
640, Nevada, New Hampshire, New Jersey, New Mexico, New York
641, North Carolina, Ohio, Pennsylvania, Rhode Island, South Carolina
642, South Dakota, Virginia, Washington, Federal, ICE
643, District of Columbia"
644,2020-07-19,Residents.Tadmin,319218,19,"Alabama, Arizona, Arkansas, California, Connecticut
645, Delaware, Georgia, Hawaii, Illinois, Indiana
646, Kentucky, Louisiana, Maine, Massachusetts, Michigan
647, Minnesota, Missouri, Montana, Nebraska, Nevada
648, New Hampshire, New Jersey, New Mexico, New York, Ohio
649, Pennsylvania, Rhode Island, South Carolina, South Dakota, Virginia
650, Wyoming, Federal, ICE, District of Columbia"
651,2020-07-26,Residents.Tadmin,364079,18,"Alabama, Arizona, Arkansas, California, Delaware
652, Georgia, Hawaii, Idaho, Illinois, Indiana
653, Kentucky, Louisiana, Maine, Massachusetts, Michigan
654, Mississippi, Missouri, Montana, Nebraska, Nevada
655, New Hampshire, New Jersey, New Mexico, New York, North Carolina
656, Ohio, Pennsylvania, Rhode Island, South Carolina, South Dakota
657, Virginia, Wyoming, Federal, ICE, District of Columbia"
658,2020-08-02,Residents.Tadmin,371016,19,"Alabama, Arizona, Arkansas, California, Delaware
659, Florida, Georgia, Hawaii, Idaho, Illinois
660, Indiana, Kentucky, Louisiana, Maine, Massachusetts
661, Michigan, Minnesota, Mississippi, Missouri, Montana
662, Nebraska, Nevada, New Hampshire, New York, Ohio
663, Pennsylvania, Rhode Island, South Carolina, South Dakota, Virginia
664, Wyoming, Federal, ICE, District of Columbia"
665,2020-08-09,Residents.Tadmin,471900,20,"Alabama, Arizona, Arkansas, California, Delaware
666, Georgia, Hawaii, Idaho, Illinois, Iowa
667, Kentucky, Louisiana, Maine, Massachusetts, Michigan
668, Mississippi, Missouri, Montana, Nebraska, Nevada
669, New Hampshire, New York, Ohio, Pennsylvania, Rhode Island
670, South Carolina, South Dakota, Virginia, Wisconsin, Wyoming
671, Federal, ICE, District of Columbia"
672,2020-08-16,Residents.Tadmin,448587,22,"Alabama, Arizona, Arkansas, California, Florida
673, Georgia, Hawaii, Idaho, Illinois, Kentucky
674, Louisiana, Maine, Massachusetts, Michigan, Mississippi
675, Missouri, Montana, Nebraska, Nevada, New Hampshire
676, New York, Ohio, Rhode Island, South Carolina, South Dakota
677, Virginia, Wisconsin, Wyoming, Federal, ICE
678, District of Columbia"
679,2020-08-23,Residents.Tadmin,491304,23,"Alabama, Arizona, Arkansas, California, Florida
680, Georgia, Hawaii, Idaho, Illinois, Kentucky
681, Louisiana, Maine, Michigan, Mississippi, Missouri
682, Montana, Nebraska, Nevada, New Hampshire, New York
683, Ohio, Rhode Island, South Carolina, South Dakota, Virginia
684, Wisconsin, Wyoming, Federal, ICE, District of Columbia"
685,2020-08-30,Residents.Tadmin,559256,23,"Alabama, Arizona, Arkansas, California, Delaware
686, Georgia, Hawaii, Idaho, Illinois, Kansas
687, Kentucky, Louisiana, Maine, Michigan, Mississippi
688, Missouri, Montana, Nebraska, Nevada, New Hampshire
689, New Jersey, New York, Ohio, Rhode Island, South Carolina
690, South Dakota, Virginia, Federal, ICE, District of Columbia"
691,2020-09-06,Residents.Tadmin,586894,24,"Alabama, Arizona, Arkansas, California, Delaware
692, Georgia, Hawaii, Idaho, Illinois, Kentucky
693, Louisiana, Maine, Michigan, Mississippi, Missouri
694, Montana, Nebraska, Nevada, New Hampshire, New Jersey
695, New York, Ohio, Rhode Island, South Carolina, South Dakota
696, Virginia, Federal, ICE, District of Columbia"
697,2020-09-13,Residents.Tadmin,646137,26,"Alabama, Arizona, Arkansas, California, Georgia
698, Hawaii, Idaho, Illinois, Kentucky, Louisiana
699, Maine, Michigan, Mississippi, Missouri, Montana
700, Nebraska, Nevada, New Hampshire, New Jersey, New York
701, Ohio, Rhode Island, South Carolina, South Dakota, Federal
702, ICE, District of Columbia"
703,2020-09-20,Residents.Tadmin,778789,28,"Alabama, Arizona, Arkansas, California, Delaware
704, Georgia, Idaho, Illinois, Kentucky, Louisiana
705, Maine, Mississippi, Missouri, Montana, Nebraska
706, Nevada, New Hampshire, New York, Ohio, Rhode Island
707, South Carolina, South Dakota, Federal, ICE, District of Columbia"
708,2020-09-27,Residents.Tadmin,721450,27,"Alabama, Arizona, Arkansas, California, Georgia
709, Idaho, Illinois, Kansas, Kentucky, Louisiana
710, Maine, Mississippi, Missouri, Montana, Nebraska
711, Nevada, New Hampshire, New Jersey, New York, Ohio
712, Rhode Island, South Carolina, South Dakota, Federal, ICE
713, District of Columbia"
714,2020-10-04,Residents.Tadmin,899304,28,"Alabama, Arizona, Arkansas, California, Delaware
715, Georgia, Idaho, Illinois, Kansas, Kentucky
716, Louisiana, Maine, Mississippi, Missouri, Montana
717, Nevada, New Hampshire, New York, Ohio, Oregon
718, Rhode Island, South Carolina, Federal, ICE, District of Columbia"
719,2020-10-11,Residents.Tadmin,838618,26,"Alabama, Arizona, Arkansas, California, Connecticut
720, Delaware, Georgia, Idaho, Illinois, Kansas
721, Kentucky, Louisiana, Maine, Mississippi, Missouri
722, Montana, Nebraska, Nevada, New Hampshire, New Jersey
723, New York, Ohio, Rhode Island, South Carolina, Federal
724, ICE, District of Columbia"
725,2020-10-18,Residents.Tadmin,1091882,34,"Arizona, Arkansas, California, Delaware, Georgia
726, Illinois, Kansas, Kentucky, Maine, Mississippi
727, Montana, Nevada, New York, Ohio, Rhode Island
728, South Carolina, Federal, ICE, District of Columbia"
729,2020-10-25,Residents.Tadmin,1068943,33,"Arizona, Arkansas, California, Georgia, Illinois
730, Kansas, Kentucky, Maine, Mississippi, Montana
731, Nevada, New Jersey, New York, Ohio, Rhode Island
732, South Carolina, South Dakota, Federal, ICE, District of Columbia"
733,2020-11-01,Residents.Tadmin,1254753,35,"Arizona, Arkansas, California, Georgia, Illinois
734, Kansas, Kentucky, Maine, Mississippi, Montana
735, Nevada, New York, Ohio, Rhode Island, South Carolina
736, Federal, ICE, District of Columbia"
737,2020-11-08,Residents.Tadmin,1180105,34,"Alabama, Arizona, Arkansas, California, Georgia
738, Illinois, Kansas, Kentucky, Montana, Nevada
739, New Jersey, New York, Ohio, Rhode Island, South Carolina
740, Virginia, Federal, ICE, District of Columbia"
741,2020-11-15,Residents.Tadmin,1427320,37,"Arizona, Arkansas, California, Georgia, Illinois
742, Kansas, Kentucky, Missouri, Montana, Nevada
743, Rhode Island, South Carolina, Virginia, Federal, ICE
744, District of Columbia"
745,2020-11-22,Residents.Tadmin,1443413,37,"Arizona, California, Delaware, Georgia, Illinois
746, Kansas, Kentucky, Missouri, Montana, Nevada
747, New Jersey, Rhode Island, South Carolina, Federal, ICE
748, District of Columbia"
749,2020-11-29,Residents.Tadmin,1768398,41,"Arizona, Arkansas, California, Georgia, Kansas
750, Kentucky, Montana, Nevada, Rhode Island, Federal
751, ICE, District of Columbia"
752,2020-12-06,Residents.Tadmin,1682065,38,"Arizona, Arkansas, California, Delaware, Georgia
753, Kansas, Kentucky, Montana, Nevada, New Jersey
754, Rhode Island, South Carolina, Federal, ICE, District of Columbia"
755,2020-12-13,Residents.Tadmin,1903721,38,"Arizona, Arkansas, California, Connecticut, Delaware
756, Georgia, Kansas, Kentucky, Montana, Nevada
757, Rhode Island, South Carolina, Federal, ICE, District of Columbia"
758,2020-12-20,Residents.Tadmin,1790353,37,"Arizona, Arkansas, California, Delaware, Florida
759, Georgia, Kansas, Kentucky, Montana, Nevada
760, New Jersey, Rhode Island, South Carolina, Federal, ICE
761, District of Columbia"
762,2020-12-27,Residents.Tadmin,1960202,36,"Arizona, Arkansas, California, Connecticut, Delaware
763, Florida, Georgia, Kansas, Kentucky, Montana
764, Nevada, Pennsylvania, Rhode Island, South Carolina, Federal
765, ICE, District of Columbia"
766,2021-01-03,Residents.Tadmin,2010566,36,"Alabama, Arizona, Arkansas, California, Delaware
767, Florida, Georgia, Kansas, Kentucky, Mississippi
768, Montana, Nevada, New Jersey, Rhode Island, Federal
769, ICE, District of Columbia"
770,2021-01-10,Residents.Tadmin,2320699,38,"Arizona, Arkansas, California, Connecticut, Florida
771, Georgia, Kansas, Kentucky, Mississippi, Montana
772, Nevada, Rhode Island, South Carolina, Federal, District of Columbia"
773,2021-01-17,Residents.Tadmin,2292456,37,"Arizona, Arkansas, California, Delaware, Florida
774, Georgia, Kansas, Kentucky, Mississippi, Montana
775, Nevada, New Jersey, Rhode Island, South Carolina, Federal
776, District of Columbia"
777,2021-01-24,Residents.Tadmin,2495172,37,"Arizona, Arkansas, California, Delaware, Florida
778, Georgia, Kansas, Kentucky, Montana, Nevada
779, Rhode Island, South Carolina, Virginia, Washington, Federal
780, District of Columbia"
781,2021-01-31,Residents.Tadmin,2442884,36,"Arizona, Arkansas, California, Delaware, Florida
782, Georgia, Kansas, Kentucky, Montana, Nevada
783, New Jersey, Pennsylvania, Rhode Island, South Carolina, Washington
784, Federal, District of Columbia"
785,2021-02-07,Residents.Tadmin,2694094,36,"Arizona, Arkansas, California, Connecticut, Delaware
786, Florida, Georgia, Kansas, Kentucky, Montana
787, Nevada, Pennsylvania, Rhode Island, South Carolina, Washington
788, Federal, District of Columbia"
789,2021-02-14,Residents.Tadmin,2604190,35,"Arizona, Arkansas, California, Delaware, Florida
790, Georgia, Kansas, Kentucky, Mississippi, Montana
791, Nevada, New Jersey, Pennsylvania, Rhode Island, South Carolina
792, Washington, Federal, District of Columbia"
793,2021-02-21,Residents.Tadmin,2918290,37,"Arizona, Arkansas, California, Delaware, Florida
794, Georgia, Kansas, Kentucky, Montana, Nevada
795, Pennsylvania, Rhode Island, South Carolina, Washington, Federal
796, District of Columbia"
797,2021-02-28,Residents.Tadmin,2800607,37,"Arizona, Arkansas, California, Florida, Georgia
798, Kansas, Kentucky, Montana, Nevada, New Jersey
799, Pennsylvania, Rhode Island, South Carolina, Washington, Federal
800, District of Columbia"
801,2021-03-07,Residents.Tadmin,3164566,37,"Arizona, Arkansas, California, Delaware, Florida
802, Georgia, Kansas, Kentucky, Montana, Nevada
803, Pennsylvania, Rhode Island, South Carolina, Washington, Federal
804, District of Columbia"
805,2021-03-14,Residents.Tadmin,3028365,35,"Arizona, Arkansas, California, Delaware, Florida
806, Georgia, Kansas, Kentucky, Mississippi, Montana
807, Nevada, New Jersey, Pennsylvania, Rhode Island, South Carolina
808, Washington, Federal, District of Columbia"
809,2021-03-21,Residents.Tadmin,3412386,38,"Arizona, Arkansas, California, Delaware, Florida
810, Georgia, Kansas, Kentucky, Montana, Nevada
811, Pennsylvania, Rhode Island, Washington, Federal, District of Columbia"
812,2021-03-28,Residents.Tadmin,3149488,36,"Arizona, Arkansas, California, Florida, Georgia
813, Kansas, Kentucky, Montana, Nevada, New Jersey
814, Pennsylvania, Rhode Island, South Carolina, Virginia, Washington
815, Federal, District of Columbia"
816,2021-04-04,Residents.Tadmin,3594919,37,"Arizona, Arkansas, California, Florida, Georgia
817, Kansas, Kentucky, Mississippi, Montana, Nevada
818, Pennsylvania, Rhode Island, South Carolina, Washington, Federal
819, District of Columbia"
820,2021-04-11,Residents.Tadmin,3541930,37,"Arizona, Arkansas, California, Florida, Georgia
821, Kansas, Kentucky, Mississippi, Montana, Nevada
822, New Jersey, Rhode Island, South Carolina, Washington, Federal
823, District of Columbia"
824,2021-04-18,Residents.Tadmin,3899159,38,"Arizona, Arkansas, California, Delaware, Florida
825, Georgia, Kansas, Kentucky, Montana, Nevada
826, Rhode Island, South Carolina, Washington, Federal, District of Columbia"
827,2021-04-25,Residents.Tadmin,3650786,37,"Arizona, Arkansas, California, Delaware, Florida
828, Georgia, Kansas, Kentucky, Montana, Nevada
829, New Jersey, Rhode Island, Virginia, Washington, Federal
830, District of Columbia"
831,2021-05-02,Residents.Tadmin,4113842,38,"Arizona, Arkansas, California, Florida, Georgia
832, Kansas, Kentucky, Mississippi, Montana, Nevada
833, Rhode Island, South Carolina, Washington, Federal, District of Columbia"
834,2021-05-09,Residents.Tadmin,3962201,38,"Arizona, Arkansas, California, Delaware, Florida
835, Georgia, Kansas, Kentucky, Montana, Nevada
836, New Jersey, Rhode Island, Washington, Federal, District of Columbia"
837,2021-05-16,Residents.Tadmin,4377891,40,"Arizona, Arkansas, California, Florida, Georgia
838, Kansas, Kentucky, Montana, Nevada, Rhode Island
839, Washington, Federal, District of Columbia"
840,2021-05-23,Residents.Tadmin,4154247,37,"Arizona, Arkansas, California, Delaware, Florida
841, Georgia, Kansas, Kentucky, Mississippi, Montana
842, Nevada, New Jersey, Rhode Island, Washington, Federal
843, District of Columbia"
844,2021-05-30,Residents.Tadmin,4555768,39,"Arizona, Arkansas, California, Delaware, Florida
845, Georgia, Kansas, Kentucky, Montana, Nevada
846, Rhode Island, Washington, Federal, District of Columbia"
